target,feature,pearson_r,spearman_rho,p_value,fdr_q,fdr_significant,n
GrandMean_a,central_beta_peak_pw,-0.04028656933266568,-0.043425303712977766,0.5871504530398488,0.8668093848533772,False,188
GrandMean_a,central_beta_peak_bw,-0.02308151827203077,-0.027151919220945685,0.796732643475125,0.9205923074955985,False,188
GrandMean_a,left_temporal_aperiodic_offset,-0.05275987282166732,0.0017664849453872973,0.476905671703943,0.8226609929835992,False,188
GrandMean_a,left_temporal_aperiodic_exponent,-0.20165469587262783,-0.12341314942883011,0.006051207484109643,0.19662146512446915,False,188
GrandMean_a,left_temporal_delta_peak_cf,0.02465822113440022,-0.046771490142868556,0.8429918877527902,0.9278378449331915,False,188
GrandMean_a,left_temporal_delta_peak_pw,-0.04424015113365936,0.02042319397450803,0.55097143628279,0.8571285415472,False,188
GrandMean_a,left_temporal_delta_peak_bw,-0.034113204108385024,0.07783020411488636,0.7840434527477328,0.9205923074955985,False,188
GrandMean_a,left_temporal_theta_peak_pw,-0.022611014657341375,-0.04313944026655385,0.7606254921407145,0.9205923074955985,False,188
GrandMean_a,left_temporal_alpha_peak_cf,-0.02487734169694728,-0.02229979602942211,0.7640808473440021,0.9205923074955985,False,188
GrandMean_a,left_temporal_alpha_peak_pw,-0.04060284017852239,0.0031286022678129006,0.5842165275018207,0.8668093848533772,False,188
GrandMean_a,left_temporal_alpha_peak_bw,0.058539572275408194,-0.052595534858238605,0.4797326527954521,0.8226609929835992,False,188
GrandMean_a,left_temporal_beta_peak_cf,0.1712842169713945,0.01096962879640045,0.055149554576591396,0.5000226281610953,False,188
GrandMean_a,left_temporal_beta_peak_pw,-0.11430735371176674,-0.09618566793907217,0.12233601746667394,0.5942035134095591,False,188
GrandMean_a,left_temporal_beta_peak_bw,-0.04810116647822264,-0.037594300712410954,0.5927446528776771,0.8668093848533772,False,188
GrandMean_a,right_temporal_aperiodic_offset,-0.045036999538173784,-0.027437344686097355,0.543813431043629,0.8571285415472,False,188
GrandMean_a,right_temporal_aperiodic_exponent,-0.19741599692211068,-0.1628633622931556,0.007228730335458425,0.19662146512446915,False,188
GrandMean_a,right_temporal_delta_peak_cf,-0.030260078946280897,-0.09558210614059463,0.8184683706239158,0.9205923074955985,False,188
GrandMean_a,right_temporal_delta_peak_pw,-0.0758357113423091,-0.032842949109802934,0.3062371557520612,0.7336950059389664,False,188
GrandMean_a,right_temporal_delta_peak_bw,-0.14292582199186463,-0.17670363610995782,0.2759711879598965,0.7336950059389664,False,188
GrandMean_a,right_temporal_theta_peak_pw,-0.02314532640061934,-0.038643315797268735,0.7551463896244993,0.9205923074955985,False,188
GrandMean_a,right_temporal_alpha_peak_cf,-0.08633329632140947,-0.07400341593889981,0.28545908612768917,0.7336950059389664,False,188
GrandMean_a,right_temporal_alpha_peak_pw,-0.07563784505389194,-0.062079467514946036,0.3075045245479492,0.7336950059389664,False,188
