Subject,WMC,gF,AC,SuS_AC
19239,-0.8577526108094206,-0.43015110218184377,-1.2354690935703423,-0.08390134548566885
19240,-0.9660857023017099,-0.8591463274594272,-0.6886603409854678,-1.1489222466404587
19241,-0.19448101110364754,-0.9773865873243098,-0.6370278969891509,0.13229803569385182
19242,-0.15295686712933762,-0.2980503030178207,-0.380952273176824,0.2861394957340544
19244,-0.9915671645369684,-0.3771403176652994,-0.15313840016394678,0.9889977501900438
19245,-0.1524997830885558,0.3551221559166053,-0.3472031741004999,-0.6135598372987763
19246,1.0533739339016202,-0.8993919714303183,0.837201703195785,0.7037929897752179
19248,-0.05628988015858275,-0.09637102614480869,0.6310974549774527,0.7433703100224086
19249,0.9415298674758021,0.7298431138445961,-0.16306625064169947,-0.28122160994999423
19250,0.6861495497356437,-0.6899083054539362,0.1471422860475666,0.7531214857640707
19253,-0.7429802546434766,-1.1296253552829312,-1.2399911149942013,-0.0176527609123238
19254,0.4240859171043559,0.7442308069842403,0.050216231246585696,0.7489525328363058
19258,0.07437602937430694,0.015981167603864328,0.0384630169632294,0.5450396581294444
19259,-0.9789407044295345,-1.7578260869875564,-1.4187934123636428,-1.4582070310377526
19260,-0.1911038248885986,-1.2047025357288812,-1.7373691186475755,-1.9479532545307825
19261,0.2286180296242822,-0.7783188713585232,0.38631656648762963,0.3116388765867206
19267,-0.10729184004566845,-0.9832746534405192,0.6178547627755452,0.3051544282428846
19274,-1.1525872329799844,0.19163440956606848,-0.3097914620742443,0.1952846825368659
19277,-1.637111065440049,-1.2877521893577624,-1.1613658102232456,0.6751946235374321
19279,-0.9112104367422247,0.6318786132355672,-0.91904035498365,-1.9119934454733354
19280,-0.6083544737021354,-0.49397930423587844,0.40918688141278103,-0.04141260491263256
19281,1.3863401741778187,1.0492354967419868,1.3435870817169306,0.527987190549872
19283,0.842296921503792,1.1471999973510159,0.5824154067848023,0.9448246342926353
19284,-0.6398975302185519,0.39017497169135157,-0.3689127988950456,0.38372424766489455
19285,-0.26539895840218425,-0.44767751006921697,-0.20965470411486134,-0.8976278870117965
19286,-0.5733561601375323,-1.1216528821,-1.236975047085853,-0.7681407662305373
19287,-1.810757593990499,-1.0434369869063211,-1.2716167049277753,-0.16110703102936896
19288,0.17587667760336081,1.198862703793383,0.7967699614816062,1.2338634319741697
19289,-0.8261705188764354,-1.2425047028721081,-1.1978937146194657,-0.4546580341172542
19290,0.22035280708073968,0.8219195483374154,0.8020327600851659,0.3738910671593875
19291,0.1167739631984642,0.02134207987957017,0.6905461256474968,0.9877286333732701
19292,0.1431056880640851,-0.8251478193656882,0.295919562622176,0.2884642704365438
19294,0.24802255792475666,-0.11925834630788767,-0.35520370417313457,-0.45283497036295134
19295,0.21402363536262184,0.15122068151561632,0.511094890537176,0.13243051249598667
19297,-0.24014603818731672,-0.4615380493683576,-0.5913579549252743,-0.025212077281860854
19298,-0.5335241853146303,-0.6286916643071269,-0.3858181040468845,-0.054360403037589745
19299,-2.288945102644679,-0.5137279096512285,0.2217121017666369,0.33933292233025986
19300,-0.36352242041618915,-0.3843764618556859,-0.010800103264075545,0.22312422375296506
19301,0.6711062589990605,-0.3838493080151822,-0.2210990390570233,-0.19482027158243795
19302,-1.4102742883937551,-0.030320626562797177,-0.7681940516403203,-0.439543919939753
19304,0.28758695531069906,1.3660163187321526,1.1645077719949481,0.9788427734352368
19305,0.41219127056243066,0.6516272186509171,0.254114822620527,-1.0876647285423877
19306,0.2946479405943253,0.7213434868211612,0.6350874017766269,-0.17771981615724952
19307,-0.4349364871720766,-0.514255063491732,-0.30594058394583,0.5105368153068922
19308,-0.13741745693540375,0.47963984527694564,0.06283677756301916,0.7528526247445392
19309,-0.6819177936502125,-1.1620666101504522,-2.3789756558590884,-0.8670867538220257
19310,0.9052325633493717,-0.28588480740615346,-0.468036586981268,0.3838824203174625
19311,-0.045623166639516564,0.09903082123274544,-0.25878116396340217,0.13078421520254113
19312,-0.5476071204653141,-0.4967286556043589,0.3179875198944898,-0.10120538088454424
19313,-0.3229586320277787,0.39017497169135157,0.8110111308282012,-0.11766718846303452
