Subject,SymSpan,OSpan,RotSpan,RAPM,NumberSeries,LetterSets,Antisaccade,VAorient,Squared_Stroop,Squared_Flanker,Squared_Simon,StroopDL,SART,SACT,PVT,GradCPT_rt_cv,GradCPT_dprime,Resamples
19198,15,37,12,11,9,16,0.5833333333333334,2.366666666666667,9,27,51,-1017,3.5565434708093124,0.7857142857142857,-6.337078543687289,-0.138005156162676,1.5568982588942,0.24074074074074073
19199,18,40,18,11,8,15,0.6388888888888888,2.3333333333333335,5,33,58,-2008.5,0.9005211344865278,0.6190476190476191,-6.3051015013551455,-0.150166164621838,0.60886609220367,0.39067296340023616
19201,19,41,21,15,11,19,0.9305555555555556,3.033333333333333,30,33,66,-1460,1.9052734507843097,0.5,-6.328888711454577,-0.283172857471177,2.08099555133521,0.2576190476190476
19202,23,39,15,11,12,22,1,3.1500000000000004,41,43,51,-670.5,2.087157278958278,0.7857142857142858,-6.024484758136116,-0.259042033415907,2.00345276473092,0
19203,26,29,26,7,12,19,0.6944444444444444,0.5333333333333334,60,41,69,-768,1.561497639405169,0.380952380952381,-6.158108291182707,-0.246133739351551,2.66017675028313,0.2857142857142857
19204,11,NA,6,13,8,12,0.75,1.15,36,54,47,-1502,2.4740571389371993,0.8571428571428571,-6.095073529727002,-0.0453712753432139,3.11910139707869,0.2301935012778386
19207,26,31,21,8,10,14,0.8472222222222222,2.0166666666666666,51,48,67,-953,2.048305995026431,NA,-6.318847986411315,-0.198086568301193,1.67581162906325,0.0273109243697479
19208,18,33,14,3,4,16,0.8333333333333334,2.783333333333333,28,2,56,-853.5,2.4755074729229976,0.9761904761904762,-6.134327267161389,-0.0826088622124262,3.14000238140218,0.3658596837944664
19209,4,36,18,12,9,14,0.8194444444444444,1.8833333333333333,41,62,59,-793.5,0.25123749489587954,0.5714285714285715,-6.448437212362078,-0.231353484947845,1.88588949049595,0.27400332225913626
19211,14,30,14,13,14,14,0.9166666666666669,2.8000000000000003,56,48,72,-635,3.6253312654686134,0.9761904761904762,-5.917997395226109,-0.211757595754181,2.65988269987804,0.09523809523809525
19212,14,27,8,5,9,16,0.625,2,7,8,78,-1966,1.020658013196778,0.6904761904761904,NA,-0.240615550386232,2.37824280452028,0.1722027972027972
19213,14,31,11,12,6,NA,0.7083333333333333,1.3333333333333337,31,12,59,-1955.5,2.048305995026431,NA,-6.255510089742618,-0.202955770840168,0.883003414251115,0.2637038286388936
19216,23,32,18,6,7,13,0.8888888888888888,1.2833333333333332,42,31,67,-1810,0.8940532341109098,0.380952380952381,-6.206979071257701,-0.205907567118053,2.20817711532345,NA
19217,6,11,11,15,10,15,0.8333333333333333,1.6166666666666667,37,55,72,-1049.5,3.2528022561291516,0.5714285714285714,-6.374537964901245,-0.227953502490186,0.600083871258545,0.3582517938682322
19218,19,25,9,9,12,13,0.8472222222222222,3.2,51,42,66,-697.5,2.0296847095891275,0.7619047619047619,-5.8730563160576805,-0.151762292686083,2.50171816345644,0.2727272727272727
19219,20,37,18,11,14,18,0.9861111111111112,3.066666666666667,38,29,62,-560.5,3.5565434708093124,0.8809523809523809,-5.8732439157205505,-0.13633181103966,2.61791625331528,0.4
19220,14,37,12,9,8,13,0.8888888888888888,3.166666666666667,13,2,62,-1217.5,3.063106196445772,0.6428571428571429,-6.055277358553391,-0.142242772395531,2.19100761776763,0.18850552432641987
19221,18,37,17,12,9,10,0.8888888888888888,3.4333333333333336,44,40,67,-972.5,3.498726486382745,0.8809523809523809,-6.134987523860158,-0.198532610922003,2.98710643106637,0.06932773109243698
19222,14,33,10,9,7,12,0.8888888888888888,2.2333333333333334,44,NA,65,-692.5,NA,0.6190476190476191,-6.458547247926054,-0.187988619245913,1.29603062154743,0.168703007518797
19223,23,36,18,13,15,24,0.8611111111111112,3.05,56,39,71,-1444.5,1.6093940614572164,0.4523809523809525,-6.117656572345742,-0.13515718225433,0.215731410196658,0.02955665024630541
19224,14,34,9,11,13,21,0.8888888888888888,2.4833333333333334,51,30,71,-843.5,NA,0.5714285714285714,-6.0608351250326535,-0.291350460902652,-0.0359274393206528,0.10714285714285714
19225,11,36,NA,9,14,13,0.6666666666666666,2.066666666666667,4,37,55,-655.5,1.6256780556501027,0.8095238095238095,-6.22098770538623,-0.196119105510628,0.967084326576932,0.38392857142857145
19227,18,32,18,8,7,19,0.7777777777777778,3.0166666666666666,36,53,69,-1222,3.755490398950689,0.8809523809523809,-5.995674423131505,-0.149600667741518,2.36062006593359,0.20686456400742115
19230,18,34,9,11,9,16,0.8472222222222222,2.8000000000000003,37,57,55,-1067.5,2.596828668057976,0.7857142857142857,-5.9441108507245115,-0.149936523909107,2.63153466794636,0.14700460829493087
19235,23,NA,7,12,10,19,0.8333333333333333,1.8,34,46,63,-824.5,1.562411123884747,0.33333333333333337,-6.210600077024653,-0.279663306777029,1.70876374999203,0.1871504965622613
19237,20,41,16,7,14,23,0.8194444444444444,2.583333333333333,34,47,68,-752.5,2.1598789374419587,0.7380952380952381,-6.1418837839571285,-0.253843719573142,2.17394520533694,NA
19238,12,25,10,9,10,16,0.7083333333333333,1.3166666666666664,40,25,54,-1017,2.116890725953048,NA,-6.185934237837584,-0.234455546348041,1.85008611208568,0.37760416666666663
19239,13,27,11,10,7,17,0.6111111111111112,1.5833333333333337,31,4,62,-764,3.0676409139972947,NA,-6.315099636968514,-0.157429393082016,2.37871955134657,0.3182556080283353
19240,15,28,7,3,11,15,0.6527777777777778,1.9666666666666668,40,NA,71,-729.5,NA,0.4047619047619048,-6.309190740908139,-0.261080570033943,1.38818340475778,0.2963739010130763
19241,11,38,14,8,7,13,0.8055555555555556,1.6,32,31,56,-1166,1.893813264191582,0.6666666666666667,-6.002828305758297,-0.170783951661239,1.84784400983752,0.20277777777777775
19242,20,27,14,6,13,15,0.7361111111111112,1.8833333333333335,44,18,59,-633.5,NA,0.8095238095238095,-6.199697485686437,-0.215313763636459,1.99538115666674,0.35888888888888887
19244,8,31,11,12,7,NA,0.8333333333333333,2.6500000000000004,28,37,59,-1480,3.6253312654686134,0.7857142857142858,-5.951857092513203,-0.123484670042195,0.436358897022908,0.2336839217120907
19245,18,41,6,11,14,15,0.7777777777777778,2.0333333333333337,38,32,56,-1557.5,2.310234740719745,NA,-6.377860092495796,-0.228799153004652,1.5677282340312,NA
19246,24,NA,18,11,5,NA,0.9861111111111112,3.283333333333333,37,33,68,-917.5,3.126197477043283,0.7380952380952381,-5.973809611869261,-0.154069727812535,2.99874323846759,0.12426614481409
19248,20,26,16,12,8,17,0.9027777777777778,2.533333333333333,52,41,72,-569.5,2.362786580055399,0.9047619047619048,-5.991151998269682,-0.177846194046944,2.17124313948332,0.03428571428571428
19249,24,NA,17,14,11,20,0.8888888888888888,2.1333333333333337,31,44,67,-810.5,NA,0.380952380952381,-5.974318388273011,-0.0610506657575755,2.67154196856958,0.15671641791044777
19250,21,36,18,10,9,11,0.7638888888888888,2.75,45,36,62,-778,NA,0.7380952380952381,-5.9608335035544595,-0.226973359387551,2.17124313948332,0.06521739130434782
19253,12,NA,13,5,7,15,0.5972222222222222,1.7666666666666666,29,24,61,-847.5,1.194592483264652,0.8571428571428571,-6.156676276335476,-0.289802415697671,0.870405509547885,0.3395604395604395
19254,20,38,14,13,12,20,0.75,2.6333333333333333,45,37,76,-2227.5,2.596828668057976,0.9285714285714286,-6.051248479509624,-0.176956034349917,2.33572128062133,NA
19258,17,31,17,10,10,18,0.9444444444444444,2.216666666666667,31,43,78,-612.5,2.7760136626307417,0.8809523809523809,-6.1433268964172285,-0.181394150811676,2.53698321559905,0.19693877551020408
19259,12,26,11,8,4,8,NA,0.8000000000000002,33,1,46,-1105,NA,0.6190476190476191,-6.634445617318565,-0.365248658158766,2.81764561402514,0.300587084148728
19260,18,36,9,7,6,13,0.7638888888888888,0.9,8,NA,51,-1307.5,-0.5942992946063121,0.3571428571428571,-6.394187804538551,-0.234236155752926,1.07975351764041,0.2784615384615385
19261,16,NA,18,9,5,17,0.9166666666666669,2.55,41,32,66,-574,2.172202930827837,0.7142857142857143,-6.000754594015075,-0.250981588303995,2.40555670469509,0.2413793103448276
19267,15,33,15,11,5,12,0.9305555555555556,2.45,50,32,71,-900,1.3724947814188482,0.7380952380952381,-5.893851718240982,-0.238637488830628,2.343722540169,0.1437847866419295
19274,11,24,11,12,9,19,0.6666666666666667,2.8833333333333333,36,32,67,-1029.5,2.6165260879435857,NA,-6.1393096743719635,-0.244953187510472,2.15028952644788,0.4075091575091575
19277,6,27,7,5,5,16,0.5277777777777778,2.2333333333333334,31,20,48,-1018.5,NA,0.7380952380952381,-5.988768608637073,-0.19892744187811,2.13361382243241,NA
19279,16,32,4,15,10,19,0.6527777777777778,1.7666666666666666,35,30,61,-1010.5,0.12881095948006227,0.5,-6.639128589255991,-0.243622531962719,0.779524636088885,0.1047479402318112
19280,19,31,6,8,11,13,NA,2.2666666666666666,52,33,78,-814,2.286138800630519,NA,-6.168713737364786,-0.1858951716639,1.90144480990594,0.2691814764183185
19281,25,37,23,17,11,20,0.8888888888888888,NA,65,76,78,-589.5,3.063106196445772,0.8333333333333333,-6.1530365998880265,-0.119636186606231,1.64498891358249,0.0196078431372549
19283,25,38,15,16,12,21,0.8194444444444444,3.15,48,54,69,-685,3.929072480148774,0.8809523809523809,-6.121866046723577,-0.249385615734957,1.95424713699278,0.2605042016806723
19284,14,27,13,15,8,19,0.7638888888888888,2.0166666666666666,39,51,57,-1458.5,3.5565434708093124,0.6190476190476191,-6.0990369005624085,-0.209735347222983,2.48156398409453,0.2401372212692967
19285,8,42,13,8,10,15,NA,2.35,35,57,70,NA,NA,0.8809523809523809,-6.695513623917857,-0.291289638628909,-0.626866850457054,0.05432595573440644
19286,13,31,12,9,7,10,0.7777777777777778,0.75,28,16,47,NA,1.4037514268462363,NA,-6.281144622222436,-0.248381217551308,1.88399769461731,0.3264268626110731
19287,5,25,7,10,4,14,0.7638888888888888,2.1333333333333333,3,32,64,-808.5,2.8198964300034213,0.5952380952380951,-6.244555174790144,-0.162033996749074,1.62279098470424,0.2517460317460317
19288,19,36,13,15,14,20,0.875,3.15,50,62,76,-546.5,4.12801940829015,0.8571428571428571,-5.97601244254906,NA,NA,NA
19289,9,30,13,9,6,10,0.5555555555555556,2.2666666666666666,26,17,47,-915.5,0.2771755547621293,0.5952380952380952,-5.975673861201658,-0.24441751006523,1.35463591745641,0.24977608598298257
19290,9,40,20,16,10,20,0.9305555555555556,2.5,56,41,69,-593.5,2.4755074729229976,0.9047619047619048,-6.208744788922907,-0.195007292513591,2.00825327934247,0.14382716049382716
19291,16,NA,17,9,13,15,0.9166666666666669,3.0666666666666664,43,24,61,-868,4.096983820512113,0.8571428571428571,-6.1031549864606776,-0.230666962786201,1.30994237303683,NA
19292,18,31,17,11,7,11,0.9166666666666669,2.3,NA,39,64,-915.5,2.872459809742586,0.8333333333333333,-6.2498373397563345,-0.326861651115527,0.98413131554701,0.3300813008130081
19294,18,33,17,11,8,18,0.6805555555555556,2.8166666666666673,34,NA,54,-1149,1.7296772637466311,0.5952380952380951,-6.218457821576939,-0.239532122704312,1.9033810950859,0.18104395604395604
19295,21,27,18,9,12,18,0.875,2.6166666666666667,49,46,78,-621.5,2.936501417359904,NA,-6.215540996470792,-0.198122513663658,1.70503488330514,0.24467199467199463
19297,16,32,13,7,8,19,0.75,2.3,27,49,62,-946.5,1.35019225104824,0.8333333333333334,-6.163034062876144,-0.166761983920035,1.45096841708395,0.370278293135436
19298,9,37,12,7,8,17,0.9444444444444444,1.2333333333333334,33,35,51,-1272.5,2.1043708429634713,0.6428571428571429,-6.114714095601548,-0.192778049237242,1.46877513340291,NA
19299,7,9,10,10,7,16,0.8055555555555556,NA,46,35,57,-2232.5,0.8940532341109098,0.8809523809523809,-5.938101442968413,-0.205654478810068,2.17011294607777,0.2256324404761905
19300,13,35,12,12,7,15,0.8333333333333333,2.833333333333333,30,52,74,-626.5,2.50324676289707,0.6428571428571429,-6.0324465288296025,-0.208136750596121,2.59947151095617,0.07213114754098361
19301,16,38,21,10,6,19,0.8472222222222222,1.9333333333333331,37,36,69,-643.5,0.5786696397692638,0.8809523809523809,-6.172396249612882,-0.211337398536895,0.685200051468991,0.24632034632034633
19302,14,18,9,10,11,16,0.5833333333333334,1.8333333333333333,47,1,65,-680.5,1.893813264191582,0.5714285714285715,-6.215036578040259,-0.152187306990111,1.25856343577264,0.17334360554699538
19304,24,33,12,15,14,22,1,3.6,42,54,75,-646.5,4.3986817014037065,0.5714285714285714,-5.87272122909948,-0.201581373284476,2.58796711124979,0.10909090909090909
19305,23,31,16,13,14,16,0.8472222222222222,2.966666666666667,36,24,79,-1020,-0.6507280046116496,0.6190476190476191,-6.184148890937483,-0.217222588442741,2.57972322905512,NA
19306,19,34,16,12,12,21,0.8611111111111112,2.9,50,39,72,-752.5,3.063106196445772,0.5714285714285714,-6.2704842089811095,-0.205556740200998,3.0176915771671,0.02955665024630541
19307,21,26,10,12,8,12,0.7916666666666667,2.2,35,26,63,-852.5,2.670176762742684,0.8571428571428571,-6.12029741895095,-0.166795695250657,2.26214675588434,0.15276190476190477
19308,14,38,12,12,10,21,0.8055555555555556,2.766666666666667,37,56,69,-665,3.498726486382745,0.8571428571428571,-6.129050210060545,-0.247661766351201,2.60878250742878,0.26274864376130197
19309,16,25,12,6,10,9,0.5416666666666667,0.8666666666666667,NA,2,NA,-1640.5,NA,0.4047619047619048,-6.208158774742285,-0.268209423734864,-0.0244848146398561,0.3626488095238096
19310,18,37,23,9,7,20,0.8472222222222222,2.083333333333333,25,40,NA,-1049.5,1.3318784515066184,0.8809523809523809,-5.987623847722044,-0.292465527956476,1.47988585449906,0.2853858784893268
19311,21,32,11,12,11,15,0.9027777777777778,2.5666666666666664,18,53,68,-1412.5,0.5249222993524163,0.8809523809523809,-5.988292855942347,-0.219076764158437,1.5118580116675,0.32400932400932403
19312,10,34,13,14,5,14,0.9305555555555556,2.216666666666667,43,42,67,-585,2.5783801593601186,0.6428571428571429,-6.219453483418669,-0.182943461604641,1.13850849581716,0.09761904761904762
19313,16,29,14,15,8,19,0.8472222222222222,3.4,49,76,74,NA,2.4999211005871027,0.8333333333333333,-6.405700601571246,-0.221360080021159,1.67550423081054,0
19314,20,12,14,5,11,17,0.6111111111111112,1.9,19,NA,51,NA,1.8531248907717224,0.42857142857142855,-6.432404043409806,-0.233347972751571,1.05422265707812,0.31766091051805334
19315,19,42,18,10,14,19,0.8888888888888888,2.7833333333333337,36,32,65,-686.5,2.695111904657833,0.6666666666666667,-6.375268158434967,-0.224815879203368,2.30989659153841,0.1455026455026455
19316,23,39,17,12,11,19,0.9027777777777778,2.0666666666666664,33,41,67,-1064.5,2.7958101897302172,0.6904761904761905,-6.189632112352014,-0.182001743267248,2.53294305074868,0.15238095238095237
19317,18,38,19,7,12,13,0.8194444444444444,2.116666666666667,NA,36,70,-823.5,1.0373540826226575,0.9285714285714286,-6.29209810016309,-0.250434077802543,1.32212071678567,0.2466984492300948
19318,12,29,6,11,7,8,0.8611111111111112,1.45,31,47,54,-1100,2.362786580055399,0.5238095238095238,-6.089368762089354,-0.207973196899615,1.54078338914257,0.29615384615384616
19321,21,32,17,11,14,16,0.6805555555555556,2.8333333333333335,45,32,58,-902.5,2.2137885936079003,0.5952380952380952,-6.613487465501637,-0.204151553969238,3.07210013104477,0.13333333333333333
19322,10,37,5,9,4,15,0.6944444444444444,1.3000000000000005,40,39,55,-841.5,2.164934824503137,0.5238095238095238,-6.181809386670806,-0.0637027611622566,-0.0124134757150342,0.2926041095055179
19323,21,39,19,10,12,19,0.6666666666666666,3.0666666666666664,33,46,61,-695.5,4.12801940829015,0.9285714285714286,-6.303717273493968,-0.108041845281575,1.52457397700179,0
19324,22,33,18,14,10,20,0.8055555555555556,3.25,37,48,63,-626,2.208303549036571,0.7857142857142857,-6.280021236970423,-0.225618158428143,1.85749906324396,0.34144300144300144
19325,18,31,18,10,11,20,0.6111111111111112,1.5,31,40,65,-1428,1.3770666425552875,0.5952380952380952,-6.490022927280949,-0.253563304491839,0.808570235684987,0.245
19326,22,33,15,14,7,NA,0.9444444444444444,3.3666666666666667,51,38,73,-878,2.3276505758593915,0.7142857142857142,-6.121532919142432,-0.231336340321,2.58796711124979,0
19327,13,15,18,11,8,12,0.6527777777777778,2.6666666666666665,35,29,62,-907.5,2.687839438893783,0.7142857142857142,-6.223237425120247,-0.220032910636062,0.465186562080108,0.28755555555555556
19329,16,25,13,14,12,20,0.9722222222222222,2.7,61,50,83,-617.5,3.766312511182439,0.8571428571428571,-6.040095968519719,-0.215581953075999,2.82625994144929,0.14147973238882328
19331,22,35,14,14,12,22,0.7222222222222222,2.1333333333333333,44,43,71,-1892.5,1.5020346634460933,0.6904761904761905,-6.422899036594666,-0.21154183333683,1.71089958071151,0.07213114754098361
19332,19,29,16,2,7,10,0.9027777777777778,1.7166666666666663,48,NA,80,-520.5,0.0898048337893067,NA,-6.4752272513242835,-0.17561390310193,1.77183673043808,0.3735064935064935
19333,23,39,22,15,12,23,1,3.0500000000000003,51,59,84,-818.5,2.3711844525000783,0.6190476190476191,-5.906995390481532,-0.153617703408874,2.45895050098479,0.07962529274004683
19336,15,39,10,10,9,4,0.6527777777777778,2.066666666666667,32,24,59,-1828,1.6256780556501027,0.6190476190476191,-6.031714949729279,-0.132663087607752,1.62008835035478,0.38950892857142855
19337,15,36,14,2,9,10,NA,2.5666666666666664,23,NA,60,-1320,0.14301224725707765,0.6190476190476191,-5.991797824898103,-0.233336267267828,0.876635246329999,0.27023939915506184
19338,16,32,13,9,7,20,0.9305555555555556,1.05,6,39,64,-1542.5,2.9097375611779106,0.6666666666666666,-6.008110938222725,-0.117633061150441,1.75385393656737,0.04385964912280701
19339,12,22,14,13,8,18,NA,2.4333333333333336,39,26,63,-1866.5,2.695111904657833,0.523809523809524,-6.014855499898558,-0.21448875721205,2.60668940833028,NA
19340,23,33,16,13,10,14,0.9583333333333331,1.9,46,34,75,-806,0.6606068596165122,0.7857142857142857,-5.930298111870495,-0.0749933478172291,2.81764561402514,0.09701492537313432
19342,21,40,12,14,12,17,0.9166666666666669,2.9000000000000004,37,42,72,-1154,3.929072480148774,0.9047619047619048,-6.330866162376258,-0.281474864543235,2.12487043552211,0.32550077041602465
19343,24,37,18,16,13,23,0.875,3.4833333333333334,43,48,69,-591,2.670176762742684,0.5476190476190477,-6.10431480165871,-0.180213487121507,2.36755734015508,0.05454545454545454
19345,19,32,10,9,7,6,0.8472222222222222,1.9,27,32,67,-1062.5,2.009596471207229,NA,-6.224134011075596,-0.198220630760837,1.1535596805686399,0.27122153209109734
19346,10,20,11,7,8,12,0.8055555555555556,1.0666666666666669,25,33,60,-1041.5,2.9001332101531365,0.7142857142857143,-6.348089489796672,-0.391664019673346,0.900700509648487,0.09090909090909093
19347,19,40,5,12,6,21,0.9305555555555556,3.1333333333333333,62,41,80,-651,2.6061141300468376,0.9761904761904762,-6.20023868445489,-0.204314576798655,1.78773380222976,0.04308390022675737
19348,18,39,19,12,7,19,0.8888888888888888,2.6500000000000004,38,50,67,-826.5,3.126197477043283,0.8095238095238095,-6.026728265850806,-0.20713972484673,2.23149386483999,0.17052154195011338
19349,9,33,11,6,10,20,0.9444444444444444,1.7666666666666666,38,16,62,-1269.5,2.3175077167666687,0.5714285714285715,-6.562009405575595,-0.233302952619711,1.7551134182153,0.3046218487394958
19350,24,28,14,16,10,13,0.9305555555555556,3.45,49,53,74,-537,3.498726486382745,0.8809523809523809,-6.105908681498851,-0.172979951083321,2.73616885348237,0.14078674948240166
19351,19,34,17,8,8,13,0.9583333333333334,2.366666666666667,47,67,70,-717.5,3.5565434708093124,1,-6.236760903063325,-0.219237052073318,2.53834943803569,0.0687633262260128
19352,20,23,20,14,10,16,0.9583333333333334,3.1333333333333337,60,47,82,NA,NA,0.33333333333333337,-6.202691219796256,-0.226818501413027,2.06980670391456,0.15433673469387754
19353,20,36,19,11,13,17,0.75,1.75,NA,39,69,-920.5,1.893813264191582,0.4047619047619048,-5.999763349922677,-0.25924270022262,0.966131274718885,0.10267857142857142
19354,18,34,13,11,7,16,0.9166666666666666,2.6333333333333337,45,35,76,-643,0.00373321799499704,0.6666666666666666,-6.11132874896819,-0.261273801216177,1.76723046572854,NA
19355,22,36,19,8,9,12,0.9861111111111112,2.6666666666666665,40,63,81,-707.5,1.8691303279474991,0.7857142857142857,-6.0453212198986925,-0.231491737052945,1.20671655239445,0.1483050847457627
19356,16,37,21,16,14,23,0.8333333333333333,3.1000000000000005,50,44,78,-526,0.9643028209264628,0.4523809523809524,-6.65524233056502,-0.202671469699604,1.88827460955549,0.07692307692307693
19358,15,19,15,15,4,9,0.8055555555555556,1.7333333333333334,36,33,44,-763,3.2528022561291516,0.6904761904761905,-6.2372723889409185,-0.119930920139863,1.47187594518129,NA
19359,23,29,24,12,8,17,0.8333333333333334,3.3,67,46,84,-920,-0.0890557779711656,0.47619047619047616,-6.3720391063710204,-0.258278530044356,2.69480358533861,0.1
19360,16,35,7,9,6,11,0.8333333333333333,NA,39,46,59,NA,2.6894714892945397,0.5952380952380952,-6.3771803598311285,-0.19959418043352,1.75630643682924,NA
19361,14,41,NA,4,6,6,0.625,2.2,43,NA,62,-847.5,NA,0.8809523809523809,-6.376848417683167,-0.211937285127251,0.404072622283872,0.39143173899271455
19363,6,30,6,2,7,13,0.7638888888888888,1.4833333333333334,27,31,67,-2100,2.321645354852949,0.6666666666666667,NA,-0.25548940213959,-0.114716225566567,0.27371113734750097
19366,15,37,14,9,7,9,0.8055555555555556,2,8,39,70,-811,2.195821197604699,0.8333333333333333,-6.170447202636422,-0.159909559367049,1.4873592394582,0.26875310481867853
19367,7,28,15,2,11,15,0.7083333333333333,2.583333333333333,52,45,66,-810.5,3.063106196445772,0.4761904761904761,NA,-0.185573991736686,0.795159917128412,0.04629294755877034
19368,20,39,16,15,14,19,0.8888888888888888,3.0500000000000003,39,49,67,-698.5,2.687839438893783,0.5714285714285714,-6.104155273860653,-0.240096142414018,1.99195725182351,0.04308390022675737
19369,15,25,14,9,7,15,0.7638888888888888,1.7666666666666666,44,37,68,-682.5,2.172202930827837,0.33333333333333337,-6.147328044938915,-0.0853832449027035,2.33740990838337,0.09375
19370,21,31,19,12,7,13,0.8472222222222222,2.5,39,41,68,-675.5,1.3592784568016572,0.5714285714285715,-6.151171192505921,-0.234841983830759,3.00242525609881,0.25766283524904215
19371,22,36,16,2,10,18,0.7638888888888888,2.316666666666667,43,38,68,-1672.5,2.4218854644948458,0.5476190476190477,-6.231324736454879,-0.19746364695732,2.31071998826359,0.14229024943310656
19372,10,30,7,13,12,18,0.7083333333333335,1.5166666666666666,25,17,55,-1121.5,3.0676409139972947,NA,-6.421389952786307,-0.285072989455244,0.981355996274477,0.23863636363636365
19373,12,23,14,13,13,18,0.8888888888888888,2.2333333333333334,41,31,65,-955.5,3.126197477043283,0.380952380952381,-6.137727054086234,-0.205766501608109,1.26947690903471,NA
19374,26,40,19,17,14,20,0.9166666666666669,3.1833333333333336,44,66,71,-534,3.009592489686801,0.7619047619047619,-6.211460292131461,NA,NA,0.07857142857142857
19376,21,27,13,13,8,18,0.8333333333333334,3.0166666666666666,45,50,71,-900,1.469197226777464,0.3571428571428571,-6.240795528175839,-0.209371985923243,2.40219264593359,0.2261057782796913
19377,20,33,16,13,10,23,0.9444444444444444,3.45,40,33,72,-757,3.929072480148774,0.6428571428571429,-6.209363600823842,-0.143896622445088,2.4919530528902,0.10416666666666669
19379,21,27,10,10,14,11,0.9583333333333331,2.4000000000000004,52,31,78,-1129.5,2.6061141300468376,0.8333333333333333,-6.062788033933216,-0.22773982413337,1.44238058330287,0.16984126984126982
19381,17,38,16,6,10,12,0.6944444444444444,1.8,40,20,67,-1135.5,3.009592489686801,0.7380952380952381,-6.533595020702385,-0.263222604106078,1.69029712560066,NA
19382,24,33,18,11,7,9,0.9166666666666669,3.566666666666667,36,NA,71,-834,1.337835714591633,0.9523809523809524,-5.772686453303412,NA,NA,0.01639344262295082
19383,23,38,14,12,9,14,0.8333333333333333,2.433333333333333,36,46,78,-932.5,2.6894714892945397,0.8095238095238095,-6.009468171547557,-0.155893565740913,2.32980170732053,0.19655172413793104
19384,22,33,18,12,8,13,0.8611111111111112,2.166666666666667,32,29,67,-632.5,2.7958101897302172,0.8333333333333333,-5.86220971125072,NA,NA,0.2188048438048438
19385,22,40,20,10,12,19,0.9583333333333334,2.966666666666667,45,38,74,-786,2.4740571389371993,0.6428571428571429,-6.317422518384654,-0.190687965743747,1.16040728881051,NA
19386,16,38,20,13,13,20,0.9583333333333331,2.65,45,40,65,-789.5,3.3821214990262627,0.380952380952381,-5.978252653135751,-0.179907346402474,1.89039787080989,0.1497164807023962
19387,19,35,11,12,8,16,0.8472222222222222,2.6,38,57,70,-1102,3.3668474111259328,0.9523809523809524,-6.258214783518728,-0.234627777407159,2.11986407282916,0.21558441558441557
19389,12,35,14,11,14,14,0.7638888888888888,2.8833333333333337,21,27,61,-1330.5,3.009592489686801,0.5476190476190477,-6.248816269751929,-0.144221848039004,0.793964997378763,0.06898656898656898
19390,16,28,13,10,14,19,0.8472222222222222,2.783333333333333,44,40,79,-972.5,NA,0.8571428571428571,-5.991821626204795,-0.266986690965574,2.50939042119863,0.04140786749482401
19391,19,39,18,10,14,25,0.8472222222222222,2.466666666666667,40,56,79,-1511,NA,0.5714285714285714,-6.099870420951769,-0.204134424194811,2.78388062833268,0.06
