Method,DDM_Variable,EEG_Feature,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Pearson_FDR,Spearman_FDR
PairedMean,Accuracy_Mid_a,frontal_abs_theta,184,0.076,0.3053926317237306,0.0355,0.6319005387135032,0.6298873327059602,0.8582529704914744
PairedMean,Accuracy_Mid_a,frontal_rel_theta,184,0.1477,0.045386650642482845,0.0961,0.19449838369810848,0.33397541341141723,0.6870577659117648
PairedMean,Accuracy_Mid_a,frontal_abs_alpha,184,-0.0048,0.9480826205738397,-0.0533,0.4722643302640669,0.9480826205738397,0.8108745195819695
PairedMean,Accuracy_Mid_a,frontal_rel_alpha,184,-0.0347,0.640022658053404,-0.0382,0.607055474022973,0.9100322169196837,0.8498776636321622
PairedMean,Accuracy_Mid_a,frontal_abs_beta,184,0.1372,0.06332080858775907,0.0794,0.2841050010538715,0.33397541341141723,0.7136825850801047
PairedMean,Accuracy_Mid_a,frontal_rel_beta,184,0.1027,0.16536265011288506,0.1325,0.07298018582861769,0.5913190405785056,0.6581287322995034
PairedMean,Accuracy_Mid_a,frontal_abs_gamma,184,0.1748,0.017628963358926733,0.1432,0.052491388942933814,0.33397541341141723,0.6568336268050297
PairedMean,Accuracy_Mid_a,frontal_rel_gamma,184,0.1472,0.04619784648363053,0.1498,0.042419993856194965,0.33397541341141723,0.6568336268050297
PairedMean,Accuracy_Mid_a,frontal_theta_beta_ratio,184,-0.0253,0.7333403839677184,-0.0401,0.5887824385058948,0.9428428230019198,0.8498776636321622
PairedMean,Accuracy_Mid_a,frontal_peak_alpha_freq,184,-0.0674,0.3630842886138913,-0.0283,0.7032550423719197,0.6742993931400839,0.8648136331870905
PairedMean,Accuracy_Mid_a,frontal_spectral_entropy,184,0.1477,0.04537580813146338,0.1742,0.018022337190494644,0.33397541341141723,0.5466775614450042
PairedMean,Accuracy_Mid_a,posterior_abs_delta,184,-0.0252,0.7341451888074926,0.0198,0.7898490106868638,0.9428428230019198,0.8765397557622512
PairedMean,Accuracy_Mid_a,posterior_rel_delta,184,-0.0165,0.8241162735515902,0.0061,0.9340190290776484,0.9428428230019198,0.9883224610007676
PairedMean,Accuracy_Mid_a,posterior_abs_theta,184,0.1374,0.06290966925637005,0.0731,0.32389784541289246,0.33397541341141723,0.7136825850801047
PairedMean,Accuracy_Mid_a,posterior_rel_theta,184,0.187,0.011009911311061441,0.1021,0.1678345180699829,0.3339673097688637,0.6870577659117648
PairedMean,Accuracy_Mid_a,posterior_abs_alpha,184,-0.0151,0.8392411686490513,-0.044,0.5527175283202075,0.9428428230019198,0.8387629706594336
PairedMean,Accuracy_Mid_a,posterior_rel_alpha,184,-0.0698,0.3464915645339804,-0.0785,0.28930640977238264,0.660105225398539,0.7136825850801047
PairedMean,Accuracy_Mid_a,posterior_abs_beta,184,0.0815,0.27134504088207423,0.0467,0.5285894232783301,0.6011377162546209,0.8387629706594336
PairedMean,Accuracy_Mid_a,posterior_rel_beta,184,0.0081,0.9135639377298641,0.0618,0.40429293332005656,0.9428428230019198,0.7827799347260669
PairedMean,Accuracy_Mid_a,posterior_abs_gamma,184,0.0204,0.7835072512720705,0.1205,0.10325529982553636,0.9428428230019198,0.6860116434953649
PairedMean,Accuracy_Mid_a,posterior_rel_gamma,184,-0.0096,0.8975927206268615,0.0588,0.4276463230371924,0.9428428230019198,0.8107461540913439
PairedMean,Accuracy_Mid_a,posterior_theta_beta_ratio,184,0.0916,0.216184558598796,-0.0008,0.9915102376315084,0.5961452979542556,0.9917380035587658
PairedMean,Accuracy_Mid_a,posterior_peak_alpha_freq,184,-0.0957,0.1961570086365558,-0.022,0.7670416781113999,0.5913190405785056,0.8742722130186446
PairedMean,Accuracy_Mid_a,posterior_spectral_entropy,184,0.0452,0.5422966676643074,0.072,0.33141727681210154,0.8224832792908663,0.7136825850801047
PairedMean,Accuracy_Mid_a,central_abs_delta,184,0.0543,0.46378465211381054,0.0396,0.5931427951005745,0.7673527880428502,0.8498776636321622
PairedMean,Accuracy_Mid_a,central_rel_delta,184,-0.0241,0.7453372043232169,0.0154,0.8351915594777087,0.9428428230019198,0.9047908561008511
PairedMean,Accuracy_Mid_a,central_abs_theta,184,0.105,0.15623789465925744,0.0565,0.4463056532185047,0.5913190405785056,0.8108745195819695
PairedMean,Accuracy_Mid_a,central_rel_theta,184,0.1096,0.13860511528394523,0.0512,0.4900889953517398,0.5483941517756095,0.8108745195819695
PairedMean,Accuracy_Mid_a,central_abs_alpha,184,0.0098,0.8952368301957279,-0.0334,0.6523641967487708,0.9428428230019198,0.8596190053544013
PairedMean,Accuracy_Mid_a,central_rel_alpha,184,-0.0794,0.28405408570273294,-0.0715,0.334748471693165,0.6011377162546209,0.7136825850801047
PairedMean,Accuracy_Mid_a,central_abs_beta,184,0.1558,0.03464963285308543,0.1002,0.1761007626909061,0.33397541341141723,0.6870577659117648
PairedMean,Accuracy_Mid_a,central_rel_beta,184,0.0801,0.2799864735864345,0.1296,0.07955402258565426,0.6011377162546209,0.6581287322995034
PairedMean,Accuracy_Mid_a,central_abs_gamma,184,0.197,0.007339484671021611,0.2075,0.004715554846909644,0.3339673097688637,0.37087667023105986
PairedMean,Accuracy_Mid_a,central_rel_gamma,184,0.1264,0.08723575311923204,0.1945,0.008151135609473843,0.3969226766925058,0.37087667023105986
PairedMean,Accuracy_Mid_a,central_theta_beta_ratio,184,-0.0627,0.3977603421836825,-0.078,0.2926536629598693,0.6891154065382528,0.7136825850801047
PairedMean,Accuracy_Mid_a,central_peak_alpha_freq,184,-0.0872,0.23930064720192182,-0.0515,0.4877698912394438,0.6001072685269412,0.8108745195819695
PairedMean,Accuracy_Mid_a,central_spectral_entropy,184,0.1375,0.06275439586236405,0.1466,0.047057564652554285,0.33397541341141723,0.6568336268050297
PairedMean,Accuracy_Mid_a,left_temporal_abs_delta,184,0.0193,0.7947688630220606,0.0051,0.9449624048703156,0.9428428230019198,0.9884089522206748
PairedMean,Accuracy_Mid_a,left_temporal_rel_delta,184,-0.0289,0.6967099201150401,-0.01,0.8926462231864297,0.9428428230019198,0.9556565448231189
PairedMean,Accuracy_Mid_a,left_temporal_abs_theta,184,0.06,0.4185237438297782,0.0316,0.6704954557852247,0.7052900127501818,0.8596190053544013
PairedMean,Accuracy_Mid_a,left_temporal_rel_theta,184,0.0695,0.3481873716387898,0.0214,0.7729476169345608,0.660105225398539,0.8742722130186446
PairedMean,Accuracy_Mid_a,left_temporal_abs_alpha,184,0.0153,0.8371847062076697,-0.0209,0.7781983434561561,0.9428428230019198,0.8742722130186446
PairedMean,Accuracy_Mid_a,left_temporal_rel_alpha,184,-0.0494,0.5057163172773932,-0.0539,0.4670871944454713,0.8073716644253119,0.8108745195819695
PairedMean,Accuracy_Mid_a,left_temporal_abs_beta,184,0.1523,0.03905304296857394,0.039,0.5989973662222058,0.33397541341141723,0.8498776636321622
PairedMean,Accuracy_Mid_a,left_temporal_rel_beta,184,0.0507,0.49461216941083497,0.1007,0.17388852776003352,0.8037447752926068,0.6870577659117648
PairedMean,Accuracy_Mid_a,left_temporal_abs_gamma,184,0.172,0.019586107160343574,0.0883,0.23343758402926468,0.33397541341141723,0.6870577659117648
PairedMean,Accuracy_Mid_a,left_temporal_rel_gamma,184,0.1002,0.17574284135874055,0.0932,0.20835955843821607,0.5913190405785056,0.6870577659117648
PairedMean,Accuracy_Mid_a,left_temporal_theta_beta_ratio,184,-0.0212,0.7749863986982015,-0.0546,0.4617039606821739,0.9428428230019198,0.8108745195819695
PairedMean,Accuracy_Mid_a,left_temporal_peak_alpha_freq,184,-0.1206,0.10305828190235411,-0.1216,0.10017879392980031,0.4346005095364341,0.6860116434953649
PairedMean,Accuracy_Mid_a,left_temporal_spectral_entropy,184,0.0963,0.19349642687191507,0.1104,0.13566253610982035,0.5913190405785056,0.6870577659117648
PairedMean,Accuracy_Mid_a,right_temporal_abs_delta,184,0.0068,0.926832546399226,0.0227,0.7596883749173899,0.9428428230019198,0.8742722130186446
PairedMean,Accuracy_Mid_a,right_temporal_rel_delta,184,0.0228,0.7591459695911293,0.0527,0.4773598042775482,0.9428428230019198,0.8108745195819695
PairedMean,Accuracy_Mid_a,right_temporal_abs_theta,184,0.0146,0.8441143125360857,0.0168,0.8208500064789335,0.9428428230019198,0.8999680793925656
PairedMean,Accuracy_Mid_a,right_temporal_rel_theta,184,0.0832,0.26138218562639387,0.0418,0.5731514219931156,0.6011377162546209,0.8498776636321622
PairedMean,Accuracy_Mid_a,right_temporal_abs_alpha,184,-0.0173,0.8154362576445937,-0.0658,0.3747672196577664,0.9428428230019198,0.7578509189619889
PairedMean,Accuracy_Mid_a,right_temporal_rel_alpha,184,-0.0863,0.24399965863183323,-0.0922,0.21330376435034634,0.6001072685269412,0.6870577659117648
PairedMean,Accuracy_Mid_a,right_temporal_abs_beta,184,0.0925,0.21180850710309115,0.027,0.7159170676238938,0.5961452979542556,0.8686460420503246
PairedMean,Accuracy_Mid_a,right_temporal_rel_beta,184,0.0336,0.6511316029287533,0.0895,0.2267568748285302,0.9115842441002545,0.6870577659117648
PairedMean,Accuracy_Mid_a,right_temporal_abs_gamma,184,0.075,0.3114827469425078,0.1099,0.1374148604887614,0.6298873327059602,0.6870577659117648
PairedMean,Accuracy_Mid_a,right_temporal_rel_gamma,184,0.0622,0.4013529290827187,0.1391,0.05963425228475433,0.6891154065382528,0.6568336268050297
PairedMean,Accuracy_Mid_a,right_temporal_theta_beta_ratio,184,-0.0432,0.5601135584475286,-0.044,0.553030530105121,0.8355792429299198,0.8387629706594336
PairedMean,Accuracy_Mid_a,right_temporal_peak_alpha_freq,184,-0.134,0.06973113027271349,-0.07,0.345396544447102,0.33397541341141723,0.7143428532883246
PairedMean,Accuracy_Mid_a,right_temporal_spectral_entropy,184,0.0946,0.20143835448278763,0.1016,0.17006269686529113,0.5913190405785056,0.6870577659117648
PairedMean,Accuracy_Mid_a,occipital_abs_delta,184,-0.0121,0.8701082446073678,-0.0025,0.9729616290243872,0.9428428230019198,0.9917380035587658
PairedMean,Accuracy_Mid_a,occipital_rel_delta,184,0.0088,0.9059871065332569,0.0358,0.6292049176204051,0.9428428230019198,0.8582529704914744
PairedMean,Accuracy_Mid_a,occipital_abs_theta,184,0.1546,0.036118502307330366,0.0335,0.6513533728534824,0.33397541341141723,0.8596190053544013
PairedMean,Accuracy_Mid_a,occipital_rel_theta,184,0.1894,0.010024674038343206,0.1197,0.10554025284544076,0.3339673097688637,0.6860116434953649
PairedMean,Accuracy_Mid_a,occipital_abs_alpha,184,-0.0264,0.7218901835383803,-0.0887,0.23140576859746162,0.9428428230019198,0.6870577659117648
PairedMean,Accuracy_Mid_a,occipital_rel_alpha,184,-0.0982,0.1845954121147769,-0.0981,0.1850799451593372,0.5913190405785056,0.6870577659117648
PairedMean,Accuracy_Mid_a,occipital_abs_beta,184,0.0357,0.6308537380700452,0.0306,0.6801381141265592,0.9100322169196837,0.8596190053544013
PairedMean,Accuracy_Mid_a,occipital_rel_beta,184,0.0275,0.7114659453991176,0.0712,0.33667094370304995,0.9428428230019198,0.7136825850801047
PairedMean,Accuracy_Mid_a,occipital_abs_gamma,184,-0.0063,0.9324819128590416,0.0647,0.3830894755192471,0.9428428230019198,0.7578509189619889
PairedMean,Accuracy_Mid_a,occipital_rel_gamma,184,0.0482,0.5161290246441459,0.0844,0.2545015862500877,0.8087459885330943,0.7136825850801047
PairedMean,Accuracy_Mid_a,occipital_theta_beta_ratio,184,0.0812,0.2734296200734299,0.0039,0.9581492430355704,0.6011377162546209,0.9908134217754193
PairedMean,Accuracy_Mid_a,occipital_peak_alpha_freq,184,-0.0903,0.22308452241844412,-0.0283,0.7031798991550444,0.5970791629434827,0.8648136331870905
PairedMean,Accuracy_Mid_a,occipital_spectral_entropy,184,0.1199,0.10506825505276429,0.1122,0.12947180746561246,0.4346005095364341,0.6870577659117648
PairedMean,Accuracy_Mid_a,prefrontal_abs_delta,184,-0.0112,0.8801865505033664,-0.0212,0.7746569620329582,0.9428428230019198,0.8742722130186446
PairedMean,Accuracy_Mid_a,prefrontal_rel_delta,184,-0.0644,0.38476047311600337,-0.047,0.5265167450387562,0.6891154065382528,0.8387629706594336
PairedMean,Accuracy_Mid_a,prefrontal_abs_theta,184,0.0356,0.6312528558869787,0.0008,0.9917380035587658,0.9100322169196837,0.9917380035587658
PairedMean,Accuracy_Mid_a,prefrontal_rel_theta,184,0.0472,0.524351794763215,0.0214,0.7734444073765786,0.8087459885330943,0.8742722130186446
PairedMean,Accuracy_Mid_a,prefrontal_abs_alpha,184,-0.0097,0.8960152904082714,-0.0307,0.6787492151184167,0.9428428230019198,0.8596190053544013
PairedMean,Accuracy_Mid_a,prefrontal_rel_alpha,184,-0.016,0.8294994722096547,-0.0457,0.5382417195874984,0.9428428230019198,0.8387629706594336
PairedMean,Accuracy_Mid_a,prefrontal_abs_beta,184,0.1348,0.06815649680881333,0.0882,0.23405264553038144,0.33397541341141723,0.6870577659117648
PairedMean,Accuracy_Mid_a,prefrontal_rel_beta,184,0.0845,0.2541574980686965,0.1018,0.16906339035127899,0.6011377162546209,0.6870577659117648
PairedMean,Accuracy_Mid_a,prefrontal_abs_gamma,184,0.1543,0.03648111727433194,0.1527,0.03854481955679535,0.33397541341141723,0.6568336268050297
PairedMean,Accuracy_Mid_a,prefrontal_rel_gamma,184,0.1425,0.05373110340772773,0.1363,0.06496156748621172,0.33397541341141723,0.6568336268050297
PairedMean,Accuracy_Mid_a,prefrontal_theta_beta_ratio,184,-0.064,0.3881501397444561,-0.0711,0.3372346281147748,0.6891154065382528,0.7136825850801047
PairedMean,Accuracy_Mid_a,prefrontal_peak_alpha_freq,184,-0.1413,0.05572252253011382,-0.1097,0.13811390114262947,0.33397541341141723,0.6870577659117648
PairedMean,Accuracy_Mid_a,prefrontal_spectral_entropy,184,0.0713,0.3362765628996578,0.0772,0.2978860258685103,0.660105225398539,0.7136825850801047
PairedMean,Accuracy_Mid_v,frontal_abs_delta,184,0.1087,0.14195041093812485,0.0019,0.9801024986314182,0.7209390416375013,0.9801024986314182
PairedMean,Accuracy_Mid_v,frontal_rel_delta,184,0.0409,0.5813007095175322,0.0429,0.5627760983752567,0.870262233454427,0.9437731875419322
PairedMean,Accuracy_Mid_v,frontal_abs_theta,184,0.0314,0.6722731280988758,0.0099,0.8941444418839049,0.9241765726136226,0.9801024986314182
PairedMean,Accuracy_Mid_v,frontal_rel_theta,184,0.0485,0.5131873148780102,0.0421,0.5703417627418244,0.8110014609983224,0.9437731875419322
PairedMean,Accuracy_Mid_v,frontal_abs_alpha,184,-0.0678,0.3605870407730168,-0.0973,0.18881690471623921,0.739018442790946,0.6903559656200341
PairedMean,Accuracy_Mid_v,frontal_rel_alpha,184,-0.0874,0.23810309801580257,-0.1113,0.13255964427684175,0.739018442790946,0.6903559656200341
PairedMean,Accuracy_Mid_v,frontal_abs_beta,184,-0.0247,0.7397446763349992,-0.0556,0.4537487937540712,0.9333215661737828,0.9360704345050797
PairedMean,Accuracy_Mid_v,frontal_rel_beta,184,0.0328,0.6580211351011491,0.0057,0.9392621744444621,0.9241765726136226,0.9801024986314182
PairedMean,Accuracy_Mid_v,frontal_abs_gamma,184,0.0043,0.9533661312000626,0.0705,0.3413294047969083,0.976819382395099,0.9135581128387841
PairedMean,Accuracy_Mid_v,frontal_rel_gamma,184,0.0599,0.4194954478102583,0.0394,0.5951574337783321,0.7562255724334123,0.9671308298897896
PairedMean,Accuracy_Mid_v,frontal_theta_beta_ratio,184,0.1144,0.12218721985964487,0.0421,0.5704123660967721,0.7209390416375013,0.9437731875419322
PairedMean,Accuracy_Mid_v,frontal_peak_alpha_freq,184,-0.0592,0.4243319209939773,-0.0165,0.8242196319589276,0.7562255724334123,0.9801024986314182
PairedMean,Accuracy_Mid_v,frontal_spectral_entropy,184,0.0001,0.9987529734486592,0.0258,0.7285200391809776,0.9987529734486592,0.9801024986314182
PairedMean,Accuracy_Mid_v,posterior_abs_delta,184,0.0583,0.43212889853337844,0.0581,0.4336117442026469,0.7562255724334123,0.9360704345050797
PairedMean,Accuracy_Mid_v,posterior_rel_delta,184,0.1369,0.0638258062488563,0.1491,0.04343212881387069,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,posterior_abs_theta,184,-0.0196,0.7912924359365412,0.0101,0.8917844061639708,0.936719931090516,0.9801024986314182
PairedMean,Accuracy_Mid_v,posterior_rel_theta,184,0.0737,0.3203039651305806,0.0955,0.197244561605724,0.739018442790946,0.6903559656200341
PairedMean,Accuracy_Mid_v,posterior_abs_alpha,184,-0.0671,0.36544868050101725,-0.0993,0.1799754306653741,0.739018442790946,0.6903559656200341
PairedMean,Accuracy_Mid_v,posterior_rel_alpha,184,-0.1242,0.09308938399894581,-0.14,0.05804731108477835,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,posterior_abs_beta,184,-0.065,0.38050526948419433,-0.1032,0.1633644726678003,0.7527386852839497,0.6903559656200341
PairedMean,Accuracy_Mid_v,posterior_rel_beta,184,-0.0236,0.7506182029978916,-0.0036,0.9617684604557115,0.9333215661737828,0.9801024986314182
PairedMean,Accuracy_Mid_v,posterior_abs_gamma,184,0.0237,0.7493179773831947,-0.0187,0.8013257095923996,0.9333215661737828,0.9801024986314182
PairedMean,Accuracy_Mid_v,posterior_rel_gamma,184,0.0782,0.29133135179581116,0.0462,0.5334302524134313,0.739018442790946,0.9437731875419322
PairedMean,Accuracy_Mid_v,posterior_theta_beta_ratio,184,0.0692,0.35084936564926256,0.0779,0.29325195142427823,0.739018442790946,0.8339352368627911
PairedMean,Accuracy_Mid_v,posterior_peak_alpha_freq,184,-0.0511,0.4911197550921849,0.0268,0.7180996122608847,0.7980696020248005,0.9801024986314182
PairedMean,Accuracy_Mid_v,posterior_spectral_entropy,184,0.0173,0.8158166974873013,0.0199,0.7887097737856938,0.9397382211562585,0.9801024986314182
PairedMean,Accuracy_Mid_v,central_abs_delta,184,0.0747,0.3135621037963924,0.05,0.5000508467267084,0.739018442790946,0.9437731875419322
PairedMean,Accuracy_Mid_v,central_rel_delta,184,0.165,0.025161616597366397,0.1549,0.03579561586560433,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,central_abs_theta,184,0.0078,0.9161640479463635,-0.021,0.7775613513551977,0.976819382395099,0.9801024986314182
PairedMean,Accuracy_Mid_v,central_rel_theta,184,0.0714,0.3357181388868811,0.0615,0.4072915459989427,0.739018442790946,0.9360704345050797
PairedMean,Accuracy_Mid_v,central_abs_alpha,184,-0.0723,0.3296916982116919,-0.1293,0.08026002409623459,0.739018442790946,0.6903559656200341
PairedMean,Accuracy_Mid_v,central_rel_alpha,184,-0.1198,0.10528712872127141,-0.1388,0.06027534620437546,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,central_abs_beta,184,-0.1142,0.12281188566268887,-0.1424,0.053761941787244485,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,central_rel_beta,184,-0.0991,0.18094296894156708,-0.1103,0.13599924370109542,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,central_abs_gamma,184,-0.1015,0.17021245206634744,-0.1031,0.16378367780457645,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,central_rel_gamma,184,-0.0738,0.31916653077782714,-0.0742,0.3169429904961934,0.739018442790946,0.8739943071258667
PairedMean,Accuracy_Mid_v,central_theta_beta_ratio,184,0.156,0.03450070224506548,0.1227,0.09710369805488646,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,central_peak_alpha_freq,184,-0.0679,0.35948145130327064,-0.0064,0.9314604183595675,0.739018442790946,0.9801024986314182
PairedMean,Accuracy_Mid_v,central_spectral_entropy,184,-0.166,0.024321621728427414,-0.1282,0.08296193373170956,0.7209390416375013,0.6903559656200341
PairedMean,Accuracy_Mid_v,left_temporal_abs_delta,184,-0.053,0.4744978375344529,-0.0649,0.3813452965867299,0.7850782402842766,0.9360704345050797
PairedMean,Accuracy_Mid_v,left_temporal_rel_delta,184,0.0745,0.314935136371863,0.0437,0.5559037222847028,0.739018442790946,0.9437731875419322
PairedMean,Accuracy_Mid_v,left_temporal_abs_theta,184,-0.0076,0.9179482917942796,-0.0448,0.5463373402029789,0.976819382395099,0.9437731875419322
PairedMean,Accuracy_Mid_v,left_temporal_rel_theta,184,0.1438,0.05143192105203637,0.0894,0.22728911559731096,0.7209390416375013,0.7386896256912606
PairedMean,Accuracy_Mid_v,left_temporal_abs_alpha,184,-0.0914,0.21711247739335665,-0.1186,0.10871789137254435,0.7317494608442762,0.6903559656200341
