Method,DDM_Variable,EEG_Feature,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Pearson_FDR,Spearman_FDR
PairedMean,Accuracy_Max_a,frontal_rel_theta,184,-0.0225,0.7613125104208274,-0.059,0.4265255398488462,0.9809563621598112,0.7004071734085738
PairedMean,Accuracy_Max_a,frontal_abs_alpha,184,0.0245,0.7410045218992102,0.0734,0.32197168519528213,0.9809563621598112,0.6955102279525002
PairedMean,Accuracy_Max_a,frontal_rel_alpha,184,0.0251,0.7352190356284256,0.0262,0.7243691666199019,0.9809563621598112,0.8466650996296513
PairedMean,Accuracy_Max_a,frontal_abs_beta,184,0.0954,0.1975530565632151,0.052,0.48303642382756384,0.673060329330099,0.7185792621346608
PairedMean,Accuracy_Max_a,frontal_rel_beta,184,-0.0446,0.5474075237908383,-0.0322,0.6641658221522622,0.9233352219459204,0.8114454752823379
PairedMean,Accuracy_Max_a,frontal_abs_gamma,184,0.1594,0.03069731667460513,0.1021,0.1677700253467216,0.2539505288535515,0.5120038809032245
PairedMean,Accuracy_Max_a,frontal_rel_gamma,184,0.0179,0.8090092269018327,0.0183,0.805060420485979,0.9911837971602061,0.9157562283028011
PairedMean,Accuracy_Max_a,frontal_theta_beta_ratio,184,-0.0155,0.8346557781826213,0.0047,0.9499627434035737,0.9911837971602061,0.9713102207834293
PairedMean,Accuracy_Max_a,frontal_peak_alpha_freq,184,0.0065,0.929785466290748,0.0164,0.8246985027863316,0.9995111293646772,0.9245794769742907
PairedMean,Accuracy_Max_a,frontal_spectral_entropy,184,-0.0456,0.5386704615066873,-0.0438,0.5547361612948268,0.9233352219459204,0.7211570096832749
PairedMean,Accuracy_Max_a,posterior_abs_delta,184,-0.0167,0.8220889034678388,0.0145,0.8446680618466673,0.9911837971602061,0.9245794769742907
PairedMean,Accuracy_Max_a,posterior_rel_delta,184,-0.1257,0.08921047423590335,-0.1248,0.09134203481658856,0.47753842090983556,0.46355439728797726
PairedMean,Accuracy_Max_a,posterior_abs_theta,184,0.0703,0.34284260121775956,0.0679,0.3594543404391931,0.8833089804401875,0.6955102279525002
PairedMean,Accuracy_Max_a,posterior_rel_theta,184,0.0049,0.9473698321936694,-0.0484,0.5145366805749925,0.9995111293646772,0.7185792621346608
PairedMean,Accuracy_Max_a,posterior_abs_alpha,184,0.0095,0.8983729587226502,0.1227,0.09700324904376206,0.9995111293646772,0.46355439728797726
PairedMean,Accuracy_Max_a,posterior_rel_alpha,184,0.0546,0.46159506904664405,0.0672,0.3646800502315468,0.8857574295724621,0.6955102279525002
PairedMean,Accuracy_Max_a,posterior_abs_beta,184,0.1625,0.02752183265879095,0.1696,0.02138697629748591,0.25044867719499764,0.21624609367457975
PairedMean,Accuracy_Max_a,posterior_rel_beta,184,0.0713,0.335941967266114,0.0419,0.5718959898339928,0.8833089804401875,0.7329934517590612
PairedMean,Accuracy_Max_a,posterior_abs_gamma,184,0.1214,0.10069528243202791,0.1791,0.014978177486799263,0.49475966801725535,0.21624609367457975
PairedMean,Accuracy_Max_a,posterior_rel_gamma,184,0.0007,0.992451959462506,0.0022,0.9767491630611067,0.9995111293646772,0.9787983790165191
PairedMean,Accuracy_Max_a,posterior_theta_beta_ratio,184,0.0223,0.7641222257370162,-0.0869,0.24067376039689248,0.9809563621598112,0.6257517770319204
PairedMean,Accuracy_Max_a,posterior_peak_alpha_freq,184,0.055,0.45858100930456186,0.0482,0.5157747174405162,0.8857574295724621,0.7185792621346608
PairedMean,Accuracy_Max_a,posterior_spectral_entropy,184,0.0343,0.6434748964296407,0.0476,0.5211673769328309,0.9539042025556312,0.7185792621346608
PairedMean,Accuracy_Max_a,central_abs_delta,184,0.0488,0.5104937261422975,0.0637,0.3901575974472631,0.9233352219459204,0.6955102279525002
PairedMean,Accuracy_Max_a,central_rel_delta,184,-0.068,0.3591476074317246,-0.0706,0.34078777995715015,0.8833089804401875,0.6955102279525002
PairedMean,Accuracy_Max_a,central_abs_theta,184,0.006,0.9358626677189612,0.0641,0.3873352604023006,0.9995111293646772,0.6955102279525002
PairedMean,Accuracy_Max_a,central_rel_theta,184,-0.0631,0.3946761173149365,-0.0627,0.3974344159728572,0.8857574295724621,0.6955102279525002
PairedMean,Accuracy_Max_a,central_abs_alpha,184,0.0384,0.6044181199916983,0.1083,0.14327608222080626,0.9539042025556312,0.5120038809032245
PairedMean,Accuracy_Max_a,central_rel_alpha,184,0.0586,0.42961219551173263,0.0712,0.33684129650478933,0.8857574295724621,0.6955102279525002
PairedMean,Accuracy_Max_a,central_abs_beta,184,0.1205,0.1033014691464599,0.1006,0.17441890448351602,0.49475966801725535,0.5120038809032245
PairedMean,Accuracy_Max_a,central_rel_beta,184,0.0354,0.6329027709295212,0.0355,0.6327878336532018,0.9539042025556312,0.7997735119783523
PairedMean,Accuracy_Max_a,central_abs_gamma,184,0.177,0.016221459570576798,0.2001,0.006463616344665167,0.21087897441749837,0.17857456024671076
PairedMean,Accuracy_Max_a,central_rel_gamma,184,0.0589,0.4272897691578133,0.1266,0.08692594468428146,0.8857574295724621,0.46355439728797726
PairedMean,Accuracy_Max_a,central_theta_beta_ratio,184,-0.0934,0.20709548594772276,-0.0502,0.4987956897121838,0.673060329330099,0.7185792621346608
PairedMean,Accuracy_Max_a,central_peak_alpha_freq,184,0.0569,0.44282009169438863,0.0443,0.5500126999751551,0.8857574295724621,0.7211570096832749
PairedMean,Accuracy_Max_a,central_spectral_entropy,184,0.0566,0.4452406841142277,0.0921,0.21348634601497082,0.8857574295724621,0.6071017964800732
PairedMean,Accuracy_Max_a,left_temporal_abs_delta,184,0.0446,0.5479132086272495,0.0652,0.378999042412247,0.9233352219459204,0.6955102279525002
PairedMean,Accuracy_Max_a,left_temporal_rel_delta,184,-0.0325,0.6615259650115013,-0.0147,0.8431242897952327,0.9539042025556312,0.9245794769742907
PairedMean,Accuracy_Max_a,left_temporal_abs_theta,184,-0.0139,0.8519424923308445,0.0122,0.8694858533045863,0.9939329077193186,0.9245794769742907
PairedMean,Accuracy_Max_a,left_temporal_rel_theta,184,-0.1291,0.0808047800874866,-0.1228,0.09690816285050212,0.45957718674757997,0.46355439728797726
PairedMean,Accuracy_Max_a,left_temporal_abs_alpha,184,0.0106,0.8865123396766638,0.0578,0.4361062406787115,0.9995111293646772,0.7004071734085738
PairedMean,Accuracy_Max_a,left_temporal_rel_alpha,184,-0.0082,0.9115966314675793,0.0118,0.873778406810868,0.9995111293646772,0.9245794769742907
PairedMean,Accuracy_Max_a,left_temporal_abs_beta,184,0.1867,0.011182891602867062,0.1044,0.15856634837810732,0.16989452092515098,0.5120038809032245
PairedMean,Accuracy_Max_a,left_temporal_rel_beta,184,0.0947,0.20079947946783297,0.0822,0.2672337551659974,0.673060329330099,0.6399545189501517
PairedMean,Accuracy_Max_a,left_temporal_abs_gamma,184,0.2848,8.930123502851597e-05,0.198,0.007048877081235049,0.008126412387594952,0.17857456024671076
PairedMean,Accuracy_Max_a,left_temporal_rel_gamma,184,0.2118,0.0038932566383796125,0.1532,0.03791463170095885,0.10537298993837052,0.2619355504396532
PairedMean,Accuracy_Max_a,left_temporal_theta_beta_ratio,184,-0.1425,0.05357900694191109,-0.1132,0.12614728011706286,0.3482635451224221,0.5120038809032245
PairedMean,Accuracy_Max_a,left_temporal_peak_alpha_freq,184,0.0598,0.41978033907406126,0.0558,0.45219426936758866,0.8857574295724621,0.7094772157319064
PairedMean,Accuracy_Max_a,left_temporal_spectral_entropy,184,0.1011,0.17202036105877422,0.0653,0.3782095264085188,0.6392523953143376,0.6955102279525002
PairedMean,Accuracy_Max_a,right_temporal_abs_delta,184,0.0,0.9995111293646772,0.0493,0.506451292507989,0.9995111293646772,0.7185792621346608
PairedMean,Accuracy_Max_a,right_temporal_rel_delta,184,-0.0768,0.30032723490925495,-0.1006,0.17431107487658198,0.8540555742731937,0.5120038809032245
PairedMean,Accuracy_Max_a,right_temporal_abs_theta,184,-0.0694,0.34946547285249807,0.026,0.7257129425397011,0.8833089804401875,0.8466650996296513
PairedMean,Accuracy_Max_a,right_temporal_rel_theta,184,-0.1658,0.02451445936236207,-0.1583,0.03181271308442968,0.25044867719499764,0.24276838803421166
PairedMean,Accuracy_Max_a,right_temporal_abs_alpha,184,0.0315,0.6708776809182462,0.1086,0.14212016906216973,0.9539042025556312,0.5120038809032245
PairedMean,Accuracy_Max_a,right_temporal_rel_alpha,184,0.0405,0.5849837945258297,0.0574,0.43871658114602974,0.9505986661044732,0.7004071734085738
PairedMean,Accuracy_Max_a,right_temporal_abs_beta,184,0.2079,0.004631779777510793,0.1899,0.009811789024544547,0.10537298993837052,0.17857456024671076
PairedMean,Accuracy_Max_a,right_temporal_rel_beta,184,0.0912,0.21801191032377315,0.1045,0.1581726173068986,0.68410633929184,0.5120038809032245
PairedMean,Accuracy_Max_a,right_temporal_abs_gamma,184,0.2148,0.00341745618365648,0.2491,0.000650352218244485,0.10537298993837052,0.05918205186024813
PairedMean,Accuracy_Max_a,right_temporal_rel_gamma,184,0.1644,0.025717691895956005,0.1724,0.019258434903719944,0.25044867719499764,0.21624609367457975
PairedMean,Accuracy_Max_a,right_temporal_theta_beta_ratio,184,-0.1866,0.01120183654451545,-0.1753,0.017320991230166453,0.16989452092515098,0.21624609367457975
PairedMean,Accuracy_Max_a,right_temporal_peak_alpha_freq,184,0.0406,0.5841100732391756,0.0495,0.5048275134509523,0.9505986661044732,0.7185792621346608
PairedMean,Accuracy_Max_a,right_temporal_spectral_entropy,184,0.0564,0.4467297975741073,0.0794,0.2841167241602672,0.8857574295724621,0.6576053356587176
PairedMean,Accuracy_Max_a,occipital_abs_delta,184,0.0011,0.9877346301267567,-0.0317,0.6687737433645642,0.9995111293646772,0.8114454752823379
PairedMean,Accuracy_Max_a,occipital_rel_delta,184,-0.1041,0.15949819442700802,-0.1082,0.14375623064917586,0.6392523953143376,0.5120038809032245
PairedMean,Accuracy_Max_a,occipital_abs_theta,184,0.0733,0.3227557416148187,0.0093,0.8999560986124067,0.8833089804401875,0.9306364201560114
PairedMean,Accuracy_Max_a,occipital_rel_theta,184,-0.0337,0.6497851670435032,-0.0829,0.26321678915876145,0.9539042025556312,0.6399545189501517
PairedMean,Accuracy_Max_a,occipital_abs_alpha,184,0.0563,0.4478905655830717,0.0908,0.22030101038653518,0.8857574295724621,0.6074967256113546
PairedMean,Accuracy_Max_a,occipital_rel_alpha,184,0.0539,0.4672127101041558,0.0666,0.3691746822778521,0.8857574295724621,0.6955102279525002
PairedMean,Accuracy_Max_a,occipital_abs_beta,184,0.1003,0.17561878992152136,0.1582,0.03201341380670923,0.6392523953143376,0.24276838803421166
PairedMean,Accuracy_Max_a,occipital_rel_beta,184,0.0501,0.49932657251865953,0.071,0.33820609736541174,0.9233352219459204,0.6955102279525002
PairedMean,Accuracy_Max_a,occipital_abs_gamma,184,0.0029,0.9691145578852155,0.121,0.10188008731603895,0.9995111293646772,0.46355439728797726
PairedMean,Accuracy_Max_a,occipital_rel_gamma,184,-0.0151,0.838693982212482,0.0318,0.6685657410322786,0.9911837971602061,0.8114454752823379
PairedMean,Accuracy_Max_a,occipital_theta_beta_ratio,184,-0.0032,0.9652073922673612,-0.1244,0.09258298063362878,0.9995111293646772,0.46355439728797726
PairedMean,Accuracy_Max_a,occipital_peak_alpha_freq,184,0.0856,0.2481285555709317,0.0506,0.49553326263299835,0.728377372804993,0.7185792621346608
PairedMean,Accuracy_Max_a,occipital_spectral_entropy,184,0.0208,0.7788054201574853,0.0443,0.5503727657470778,0.9843235171434884,0.7211570096832749
PairedMean,Accuracy_Max_a,prefrontal_abs_delta,184,0.1465,0.04717765039266147,0.1932,0.008593346561076059,0.33024355274863026,0.17857456024671076
PairedMean,Accuracy_Max_a,prefrontal_rel_delta,184,0.1028,0.16512101627232378,0.089,0.22958882607838296,0.6392523953143376,0.6144877403862603
PairedMean,Accuracy_Max_a,prefrontal_abs_theta,184,0.032,0.6660807835489972,0.0446,0.5473578099783438,0.9539042025556312,0.7211570096832749
PairedMean,Accuracy_Max_a,prefrontal_rel_theta,184,-0.1537,0.03720323578060042,-0.1513,0.040297776990715885,0.2821245380028865,0.2619355504396532
PairedMean,Accuracy_Max_a,prefrontal_abs_alpha,184,0.0169,0.8195215124996165,0.0786,0.2890572903994363,0.9911837971602061,0.6576053356587176
PairedMean,Accuracy_Max_a,prefrontal_rel_alpha,184,-0.0222,0.765361557289523,-0.0228,0.7588384815458661,0.9809563621598112,0.8741050863376432
PairedMean,Accuracy_Max_a,prefrontal_abs_beta,184,0.0897,0.22580884203747176,0.0578,0.4359529682627308,0.6849534875136644,0.7004071734085738
PairedMean,Accuracy_Max_a,prefrontal_rel_beta,184,-0.1008,0.17339985272498068,-0.0848,0.2524083272852954,0.6392523953143376,0.6380321606378301
PairedMean,Accuracy_Max_a,prefrontal_abs_gamma,184,0.1374,0.06294034418739702,0.1594,0.03066350082961421,0.38183808807020864,0.24276838803421166
PairedMean,Accuracy_Max_a,prefrontal_rel_gamma,184,0.0069,0.9256194596616848,-0.0136,0.8545334623336107,0.9995111293646772,0.9245794769742907
PairedMean,Accuracy_Max_a,prefrontal_theta_beta_ratio,184,-0.0322,0.6645373193054239,-0.0098,0.8946986727527779,0.9539042025556312,0.9306364201560114
PairedMean,Accuracy_Max_a,prefrontal_peak_alpha_freq,184,-0.0287,0.6989996176382004,-0.0272,0.7142820553542586,0.9785994646934806,0.8466650996296513
PairedMean,Accuracy_Max_a,prefrontal_spectral_entropy,184,-0.1165,0.11543157720133122,-0.1114,0.13204783768642053,0.5252136762660571,0.5120038809032245
PairedMean,Accuracy_Max_v,frontal_abs_delta,184,0.0781,0.29196425097967305,0.0179,0.8099060376955821,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_rel_delta,184,0.0029,0.969220230174398,0.0081,0.9136122911778769,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_abs_theta,184,0.1023,0.16719430784032702,0.0813,0.27272665623305414,0.6339450838945733,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_rel_theta,184,0.1222,0.09851724626409476,0.1253,0.09018916726184373,0.4980594116684791,0.8347788717971475
PairedMean,Accuracy_Max_v,frontal_abs_alpha,184,0.014,0.8504733504191717,-0.0291,0.6950256151428279,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_rel_alpha,184,-0.0208,0.779000588330139,-0.0449,0.5450242160802476,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_abs_beta,184,-0.052,0.483447954607336,-0.067,0.36590750334713207,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_rel_beta,184,-0.0513,0.48899493206595507,-0.0571,0.441351236351026,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_abs_gamma,184,-0.1271,0.08558590321518704,-0.0568,0.4441497309241711,0.4695998609205718,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_rel_gamma,184,-0.1129,0.12703635030952865,-0.0558,0.4518541559097753,0.5516186798822107,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_theta_beta_ratio,184,0.1845,0.012167728848446517,0.1087,0.14180744718573915,0.2589214572400157,0.8347788717971475
PairedMean,Accuracy_Max_v,frontal_peak_alpha_freq,184,-0.0501,0.49972570817448586,-0.0474,0.5226423318185747,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,frontal_spectral_entropy,184,-0.0281,0.705372176128036,-0.0007,0.9921728312586314,0.9700829642607323,0.9921728312586314
PairedMean,Accuracy_Max_v,posterior_abs_delta,184,0.1039,0.1603083872779608,0.1021,0.16772972676879042,0.6339450838945733,0.8479669519977738
PairedMean,Accuracy_Max_v,posterior_rel_delta,184,0.058,0.4339483902173038,0.0375,0.6135180639444213,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_abs_theta,184,0.0191,0.7972858067586525,0.0645,0.38449684113082494,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_rel_theta,184,0.0035,0.9625590019428183,0.007,0.9246546367801083,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_abs_alpha,184,0.0701,0.3443159245326679,0.0057,0.9392621744444621,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_rel_alpha,184,-0.0118,0.8735492666775425,-0.0325,0.6617535638471783,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_abs_beta,184,-0.0303,0.6827535780951082,0.0118,0.873655710661501,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_rel_beta,184,-0.0556,0.4538373811578778,-0.0589,0.4267223111076076,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_abs_gamma,184,-0.0345,0.6417915184980705,-0.0425,0.5664121750148449,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_rel_gamma,184,-0.0616,0.4058372982260882,-0.0892,0.22872956605009936,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_theta_beta_ratio,184,0.0647,0.38287310951794834,0.0569,0.4430198494236143,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_peak_alpha_freq,184,-0.045,0.5439549731162237,-0.0098,0.8954146838547856,0.8839268313138634,0.975633897727483
PairedMean,Accuracy_Max_v,posterior_spectral_entropy,184,-0.0692,0.35077990592786606,-0.0325,0.6616217435508357,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,central_abs_delta,184,0.0074,0.9211057085892222,-0.0184,0.8043372260291086,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,central_rel_delta,184,0.0473,0.5238497310510646,0.0227,0.7597872184297574,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,central_abs_theta,184,0.0656,0.37608653158809807,0.0466,0.5294741105025602,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,central_rel_theta,184,0.1613,0.0286880512921017,0.1533,0.037792568106487325,0.2589214572400157,0.8288352069290963
PairedMean,Accuracy_Max_v,central_abs_alpha,184,-0.0312,0.6744110366675314,-0.067,0.36592130946424317,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,central_rel_alpha,184,-0.0348,0.6389805627560311,-0.0646,0.383472991776033,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,central_abs_beta,184,-0.1389,0.060044889258577906,-0.105,0.15594770132474184,0.3902917801807564,0.8347788717971475
PairedMean,Accuracy_Max_v,central_rel_beta,184,-0.1128,0.12729661843435633,-0.1202,0.10421935571547239,0.5516186798822107,0.8347788717971475
PairedMean,Accuracy_Max_v,central_abs_gamma,184,-0.2056,0.005104074135952054,-0.1994,0.006659969804022851,0.15482358212387898,0.6060572521660794
PairedMean,Accuracy_Max_v,central_rel_gamma,184,-0.177,0.01621497278012247,-0.1669,0.023519741947913946,0.2589214572400157,0.7832821652273355
PairedMean,Accuracy_Max_v,central_theta_beta_ratio,184,0.2273,0.0019198149342647469,0.1643,0.025822488963538535,0.15482358212387898,0.7832821652273355
PairedMean,Accuracy_Max_v,central_peak_alpha_freq,184,-0.0466,0.5294846334724514,-0.0349,0.6382693846332971,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,central_spectral_entropy,184,-0.1262,0.08772744654560133,-0.1117,0.1311357646409406,0.4695998609205718,0.8347788717971475
PairedMean,Accuracy_Max_v,left_temporal_abs_delta,184,-0.0141,0.8492907758933135,-0.0109,0.8835216543331187,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_rel_delta,184,-0.0048,0.9485265333188305,-0.004,0.9568465302977824,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_abs_theta,184,0.074,0.31806102755298876,0.0681,0.3581586453488468,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_rel_theta,184,0.1563,0.03414348886681526,0.1446,0.050204022592040876,0.2589214572400157,0.8288352069290963
PairedMean,Accuracy_Max_v,left_temporal_abs_alpha,184,0.0112,0.8795652352694546,-0.0241,0.745319417288941,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_rel_alpha,184,0.0061,0.9349471035207906,-0.0216,0.7707826910418447,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_abs_beta,184,-0.0928,0.2103880600785263,-0.0434,0.5581201187439884,0.7090856839683665,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_rel_beta,184,-0.0607,0.41304031025060894,-0.0495,0.5044569511756415,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_abs_gamma,184,-0.1616,0.028395474561110755,-0.1237,0.09421882045375467,0.2589214572400157,0.8347788717971475
PairedMean,Accuracy_Max_v,left_temporal_rel_gamma,184,-0.1604,0.029661455004954373,-0.1188,0.10821577556744341,0.2589214572400157,0.8347788717971475
PairedMean,Accuracy_Max_v,left_temporal_theta_beta_ratio,184,0.1668,0.023605183764686434,0.0861,0.24522347665048513,0.2589214572400157,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_peak_alpha_freq,184,0.0197,0.7904587478274319,0.0338,0.6486943146180746,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,left_temporal_spectral_entropy,184,-0.0463,0.5329654393469756,-0.04,0.5901266611362873,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_abs_delta,184,0.0319,0.6672266300173969,0.0185,0.8034535472237339,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_rel_delta,184,0.0481,0.5165537886704182,0.0438,0.5549974522094083,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_abs_theta,184,0.1097,0.13806811438539457,0.0658,0.37489333091120236,0.5710999276850411,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_rel_theta,184,0.1566,0.0337550725010562,0.1325,0.07297598026742584,0.2589214572400157,0.8347788717971475
PairedMean,Accuracy_Max_v,right_temporal_abs_alpha,184,0.0051,0.9447649957882543,-0.0476,0.5207622325462969,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_rel_alpha,184,-0.0416,0.5753162750271533,-0.0693,0.34993534908552837,0.9184873864468588,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_abs_beta,184,-0.0877,0.23626622441195197,-0.035,0.6375103555025856,0.7678652293388438,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_rel_beta,184,-0.0521,0.4825507812171955,-0.0151,0.8390240265101916,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_abs_gamma,184,-0.1167,0.11467283527989393,-0.1148,0.12081618751837021,0.5492225268668603,0.8347788717971475
PairedMean,Accuracy_Max_v,right_temporal_rel_gamma,184,-0.1268,0.08631361828307535,-0.1157,0.1177517055295211,0.4695998609205718,0.8347788717971475
PairedMean,Accuracy_Max_v,right_temporal_theta_beta_ratio,184,0.2057,0.005082680077386644,0.0851,0.2507466176046209,0.15482358212387898,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_peak_alpha_freq,184,0.0024,0.9741176315382909,-0.007,0.9243557062960298,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,right_temporal_spectral_entropy,184,-0.0672,0.36490593673843635,-0.0287,0.6991554076361031,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_abs_delta,184,0.0532,0.472854972809371,0.0867,0.24183711554155218,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_rel_delta,184,-0.0012,0.9870151640769964,-0.0121,0.8704053695739933,0.9870151640769964,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_abs_theta,184,0.0241,0.7449796997230532,0.0665,0.36974411416806763,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_rel_theta,184,-0.0076,0.9180493143522955,-0.0265,0.7210620136044257,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_abs_alpha,184,0.0796,0.28258520790671643,0.0374,0.614321153573875,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_rel_alpha,184,0.0229,0.7572711998549687,-0.0033,0.9649126461041041,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_abs_beta,184,0.019,0.7976991683052125,0.0327,0.6594200041485905,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_rel_beta,184,-0.0188,0.7995189265885155,-0.0503,0.49762461097765043,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_abs_gamma,184,0.0243,0.743781085406628,-0.0287,0.6989246734757771,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_rel_gamma,184,-0.0028,0.9701253646036528,-0.1068,0.14886086875712032,0.9849411607776052,0.8347788717971475
PairedMean,Accuracy_Max_v,occipital_theta_beta_ratio,184,0.0519,0.4843767102114472,0.0138,0.8524363946437059,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_peak_alpha_freq,184,-0.0269,0.7171319836220692,0.0177,0.8116030167396312,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,occipital_spectral_entropy,184,-0.063,0.39559059101830824,-0.046,0.534986050836657,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_abs_delta,184,-0.0359,0.6281134172618132,-0.0262,0.7241355522733496,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_rel_delta,184,-0.0532,0.47308132054891117,-0.0424,0.5674505876722171,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_abs_theta,184,0.1006,0.1743774526848087,0.0909,0.21994731602822423,0.6347339277727037,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_rel_theta,184,0.1728,0.018999416776193427,0.1419,0.054648475182138216,0.2589214572400157,0.8288352069290963
PairedMean,Accuracy_Max_v,prefrontal_abs_alpha,184,0.0239,0.7469887241346921,-0.0155,0.8340972772353021,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_rel_alpha,184,0.0166,0.8228021206695696,0.0155,0.8341378005390393,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_abs_beta,184,-0.0515,0.4877958950417395,-0.0265,0.7210620136044257,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_rel_beta,184,-0.0099,0.89402839728004,0.0037,0.9601759041423722,0.9849411607776052,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_abs_gamma,184,-0.0941,0.20371455989992066,-0.0577,0.4366122581734404,0.7090856839683665,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_rel_gamma,184,-0.0689,0.35282291198771587,-0.0089,0.9048477747240695,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_theta_beta_ratio,184,0.1527,0.03849158341234445,0.0798,0.28166199635694084,0.2694410838864112,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_peak_alpha_freq,184,-0.028,0.7054881378610102,0.0088,0.9053612903481418,0.9700829642607323,0.975633897727483
PairedMean,Accuracy_Max_v,prefrontal_spectral_entropy,184,0.0695,0.3485604186914817,0.0688,0.3532616271488245,0.8818155451013597,0.975633897727483
PairedMean,Accuracy_Mid_a,frontal_abs_delta,184,-0.0876,0.23684907048676987,-0.0782,0.29160265074396113,0.6001072685269412,0.7136825850801047
PairedMean,Accuracy_Mid_a,frontal_rel_delta,184,-0.0968,0.1911011666019876,-0.0729,0.3256518487820128,0.5913190405785056,0.7136825850801047
